client_id	path	sentence	up_votes	down_votes	age	gender	accent
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	1b3fffb3f9139839de126ce12459ec9d2ab6407bff9390aca960e2ce54c9b1dd79763510dd5847be6864494a84cdb878f42c3149d17efe343abf8ff9354d0c0a	Se il valore uscente è pari a 1 esso manda il valore al Compositore numerico.	0	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	8543e39d7a8acf26cc228c6385d3bdf2004f1c59bf0d885627932bd1b97216103c0414d47322161357c1dab39c2946df594dad7c3cf06e7a7462083855fd23a7	Piangevo nella mia stanza tutto il giorno.	1	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	c8dd354a9f230860663d8afb5994b86579797252ac5a48870cf73e3a6d4083fca885d9fe83145c0f9b64dd4a265b88ff1c001ff295552c73f5b5e2d898f958ee	Il re prese il mortaio e domandò se non avesse trovato altro.	0	2	twenties	male	
a60762f9341e71b440bc804565ca69c3681c2fba5f608b24c103d86ffc728d61598fc58f19fe15f0b7322d1abefe6439036207fb6827d89d10b3564b33b460b5	9b32468fa9a6a76b01a855078010ac0a43cd6a2053c71d5e8bda00372dbd1d1060a87fd1e65874d3ada0ad8683dec16e1350725c4389e0ccb30cb280b8012298	La differenza dell’entrata nei 3 stili rimanenti è la seguente.	0	2			
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	0d195d0ae06d3b8209e38a4e3c8cf43dba5232cbb9d57bce07b8d3972969bc9af65e936dc5e55f3f7903d6d70c15405fbf2a25d63f6362c5cc4057909ba606ae	Le Olimpiadi 2012 furono la prima volta che andai a Londra.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	6d7d38179cf12ac4906c8765adf2bde3e9479611d3dcf4b3ac02216160d062115cf7ac2d2961e23a0366d6170d2f10e8f69ca78cee0b79053a862802604b24da	Atterreremo a Rio il 9 Luglio.	0	2	twenties	male	
814082dac6c4639f2df0b5d2b90e4117cc46563af537627b5ea8b0a2e2e93a44c647900d705215101c745769b5ec8500a5d9735b5c36d202af24124be13a4d82	c28b177c82a607c83e6f6bc06c9b8dad2355fe503e8d06796ba392325efa5cb6e2994ba01f66ca8c2f695db017ab1dc646ab32fded0181daec9dd1f538bbdb29	Giudice arbitro: è quello che ha “maggiore” importanza (per grandi manifestazioni minimo 2, uno per ciascun sesso)	0	2	fourties	male	other
814082dac6c4639f2df0b5d2b90e4117cc46563af537627b5ea8b0a2e2e93a44c647900d705215101c745769b5ec8500a5d9735b5c36d202af24124be13a4d82	556c90eb8129bb1016f349de8316d63baae75a0655a27c277651c1a447827a3eaca7ca9522f81f29da4e76c323183cb5033531986acd4170fce80a46e64bcdf8	Per quanto attiene alle procedure si propone lo snellimento e la semplificazione delle procedure di confisca ed assegnazione dei beni confiscati mediante la costituzione di un’agenzia unica che funzioni da cabina di regia	0	2	fourties	male	other
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	e0267bd4fc4c71d50fe3dc91d3798a3028d6c77163e2e63d0c55493f738886a465b9f3e5eab2b7a55fb8e387715363fdab98f1a4d58003abb7fa7df5f90c75b4	La bracciata si compone in 4 fasi.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	f7a7f9a872401d4529dbc9b5e0deca5420daedfad93fb46d5182e24035f0eba74a0d647e5803f14993f66f07378b98247194b80ca42ac497020d6f98fb3785ae	Nel 1945 i sovietici riuscirono ad avanzare su Vienna e finalmente su Berlino.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	d0e8d5657cc6aafcfcaf1cecd5fdbf2022f779ece166c42aa10a60481eee2fe7fd63d3643fb6a720e1614baed89d482faae3b69a76821b725cf55fd7aa46419d	Al largo Cairoli aveva già preso la sua decisione.	1	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	1bc4c84624bfa9b00a0bdaa38e3ed9862a949e24cfee56de6c341290ea9b327acbbc4627aaf41e77dd374bee7ec49868d1a85e01b3114e2a8eb96fe11edb904d	Giochi olimpici rio 2016.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	66afec75def2984e7d9b841513fbfe06bb25cae152fe209133b5bcf95d17f5e1352c43a199ff44542510ae46f98c9011e017d679b1333c90294efe68da86c15c	infatti la madre non lo considerava nemmeno e la sorella lo picchiava , credendo che si trattenesse parte della paga ricevuta alla cava.	1	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	589be619a8dca4f9e394bccc7075ded1632ea4b2d861dee31768e6853cc2361d14f7e7f04abc37c448989048ad77299f8dd8bef97acd60685bab2828a9dc377c	La respirazione è controllata e, in genere, dopo 3 bracciate si effettua una respirazione (bocca-naso).	0	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	cbc38905e077253120ef67bccdbc366bf771a6eaa5eaa6e9edecdcbdc9862b3a7b79e63bc692a39fdc65a7b27becd344fa69551fc087fc028291a66558f2dca9	Vale, in entrambi gli stili, la regola dei 15 metri massimo prima di dover emergere obbligatoriamente, pena la squalifica.	0	2	twenties	male	
8a9a52bf0640629f75f67dedeb8ca83ed09dec720cce841d4bc5a244fdc77ff05f486328e65639797384eee816b29d3cb3197a2df4f33a3d298f2de85512ef26	cbdd121ced40d2e3c00cd6881c7e548c5db4a2a2a7d4abd396519e6c41467df8c56a0e5242130e94a48166e3540e3eb9b398fc7f7e567ca62c7ad33eaa7ffbce	Arrivato nella camera 136, De Vincenzi aprí l’armadio e ne trasse il candeliere.	0	2	thirties	female	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	33ac1522e4f69876146c5c91e4b2b280fe26b561ad8d9b2d4871c89288370d1e41ca410669595227d7773c63d868f08d09b171881df587a420ab97933c14c8b5	Ignorare queste regole non è tollerato essendo membro della community e può comportare l’allontanamento dalla stessa.	1	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	808320686a29a49c5c146f79af2867bf5f45859d3f94ea1770fdac923dfd6d79ae5e1b000d10e57ffb7040096647778c92ecaae85044cb3578714fddd6c85ceb	"La sua strana follia, fra una crisi e l'altra, poteva consentirgli parentesi di lucidità tali da fargli commettere un avvelenamento così abilmente e coscientemente preparato?"	1	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	38684b476cacf1362a83eebea29fb2ac6232862e27eecb0630dc6eb84441b084fb26291676d0e9d2d383971176bfabca8b1e3958aafafea6b4356af0625c6a9c	Lo prese sotto il pancino e lo sollevò.	0	2	twenties	male	
666ae524e7a85d225f01cfe09dd78ad1879c6a002bbc6807dd3e5b0abf896fb77d83bc76dc25ec5e499dc33ec588b5e4ee5aead563b51b401999f98b19854f6e	a9766897ea9ff8deb22be71d6782c270c41075d8075eafe0af51d184f25163178d602e468165337344496479ef65e68518c446f40564bdb9413da8137354de03	Ultimo elemento ma non ultimo, che ha caratterizzato questo weekend Milanese è stato l’incontro con alcuni volontari di Mozilla Italia che risiedono nel Nord Italia.	1	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	5cbb439b8529e05c95db97335527b34c1fa53cf7600581ab1ca9bb2ae7891baa37cd6df31c89b04a986a4b35e84566b92d9c2796e9f3e217e550c47c95b860b2	"Io l'ho uccisa."	1	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	bb83b928f52a1c8115bccde9836f36eae1cc63a6f27072c5790c9510f4d2d1ce5d1a9f1abb1204442daeb3b3d23ad4796516dcf7d9fafba4a78fd4756a8fc43e	Quando esiste un traducente italiano ufficiale di un prodotto, va usato quello, altrimenti si lascia la versione originale.	1	2	twenties	male	
4db29fbc5a87af0abf593dbea38248df332ba2e6fbe4d708cfc012f3cf1e9d983c53e20d699b5f67ad76029687ecce08d46b7ff7d93b1dbec8f503194f07b85b	19c77add9746b2c0b82b38d81e6771b7bc1ab11a04edb2916047a2bbff162a783cf16d82049767219b24e83afb2ff51c69b464f7f03f73f35fa66dd637b71354	69 giorni a rio 2016	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	8c54e7256a26109401291670d8d9a9f68cd285780bb6a451b51aef6f733926461337de0e167a3a00b57563207932152a272a331c02e29bd54110b54d0c0d3f6a	Una volta spinti bisogna acquisire l’assetto.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	411bb9cac8fa02d46846f41e66ef4610dacefbd0d94012a49a1e0bd71645cb40f8293c2a46630197676341414f7a49597f06623844e0ecc3347d8a42296d5a86	"Nel 1942 abbandona l'Home Guard e collabora a diverse riviste e diventa direttore del Tribune."	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	821d904648b71489da9f543a57b6b8dd16d1654b8f0afa89d4874c1f2abdfa552d0c09c1d5ac89f75bc940c0272ea3e286d1ce9ee6fba07c52a48d48928b34a1	Abbiamo sviluppato un progetto che ci permette di conoscere attraverso un grafico la resistenza sviluppata in 100 millisecondi (ms) alla temperatura di 100°C.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	53c50b1e99806ed0c71a96cba796ba32b7005af356e36d31e9f195f69f0bd3180c38df8f0aa1167cbd2c477c61c90d6548775659b3f63b5ea24b2e569ea8b2f9	Gli piaceva averne molti lì dentro.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	cd4fd448ab7b8413e2974b12c9099f3d641f6183e62f9f8d9df33349bb6267deed0595828f2655a031e25a6b739060d6e01000700501302c8d09cc8ce110f4bc	"È stato Zipak a volere che io indossassi quest'abito e mettessi tutti i gioielli che lui mi ha dati."	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	2eeb31e8b3da0c1351a9bbd4c82715b94417acd41e60538397e6c2d99107016aa29988dd172b46630aaaaff375cb32fa4cc4a5d5dcf24ee7e7d57f38c496ed39	Tra il 1866-1875 Verga raggiunse il successo con una serie di romanzi che narrano vicende passionali ambientate nel mondo aristocratico.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	20c584baed623aedb7e352099ded75351753da1e489becf9c7668285e79a945e1cb09d9f78a7a113c74e94e428b95da812b5d78b95cde171bd754008374d5c66	La lettura di un testamento di venerdì 13, per chi sia superstizioso, non è piacevole.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	a2de46f5890691c60d34f625a304674a18c78ee2f9d10739dd2e3d6ef9b3a1a3a2766bf180cf0cd55f8536b6979f64d8b2c4f1fd6178af2f2cb16f301c1082f5	Giudici di partenza: è obbligatorio almeno un giudice per ogni corsia, nelle manifestazioni di maggior rilievo ve ne sono 2	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	0e852a3b8b39af5a439987e8977281cfc987d57840373efd552b684b5a492c48044a9d0676054fc420f94d84021002d1f55d0ccca9d9eb8459a944c34e3a4c04	Splendide librerie, specchio delle personalità dei loro padroni	1	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	47f785804237d06d75a6b92cd62470e6d2d8836cbd9ab7a9bb9e9986a3b33834fc6b7e588e45f493f2c5c241ae112a7d8f246ccf24b6291f04d18814e8b9726c	e via via per dodici giorni ed altrettante notti via, giù, giù verso Giove, il pianeta 1300 volte più grande della Terra… .	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	40838118d2245cabba6143744b11832ba044db2f7b8a3dce261600332dfacd012853184d43793885cd9d41ea9078fac0541cb4a21c862cd2c7d2eb66ed0a7c2e	"Adriano Meis, che c'era stato, voleva quasi quasi far da guida e da cicerone a Mattia Pascal;"	1	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	128ecba0a62b3fa3b2b80d2d0c764f18896476d350003130ec9475c6b9b38518e76a5128d2b22633dc0ea37520bfb1c26cce8b34119ba095f6d87243f931efc7	Una volta lì decide di mettere la testa a posto e di fare le cose per bene.	1	3	twenties	male	
960c36127789a4a59158906660c321eb2318db1d68826abc738ee66328b4332aa38dc2b15d9f46f6c1885688a4e2ce8e8c7b81dc01aa8286999c5ead5dc30908	69247115d8b7126305fe0e86fd6900391642367095ee1ba6d08255d5d74bd467f5ab6407f3ef94bfde8e1402a1f821764f8ed12118489df1440f7a18eb08cb7e	Sopra la panca la capra campa sotto la panca la capra crepa.	1	2			
c38f6de355b1775a7122c59b3cf59903dda23d31bd76c62ce96a8968c63fb543da646c58b0507f01ca388c3ca3f263a6875628d599591e2a7191a22b3982b815	2f8d9a773f5da7c968cf153b8b8d184a0fea8e03c2acdbe541129e029b2653b6d4999facbcc682c87018a30cf3e542d6d0acdd0815fa5124885fab2ed9694667	"La professione religiosa ha le sue profonde radici nella consacrazione battesimale, e ne è un'espressione più perfetta (Perfectae Caritatis, 5)."	0	2			
c38f6de355b1775a7122c59b3cf59903dda23d31bd76c62ce96a8968c63fb543da646c58b0507f01ca388c3ca3f263a6875628d599591e2a7191a22b3982b815	97ca1a83c60e715bdeae2c0b709ebe8952568cd3a4ede02d224631dc473022e98846d7889ee9827c0ef70fce10c829991b086c36f39ad66b1b4338e03e23decc	Il problema riguardava le condizioni di arretratezza economica e sociale delle province annesse al Piemonte nel 1860-1861.	0	2			
a60762f9341e71b440bc804565ca69c3681c2fba5f608b24c103d86ffc728d61598fc58f19fe15f0b7322d1abefe6439036207fb6827d89d10b3564b33b460b5	d9ecafaa11899a0ac0e578b41ba3978f78bfee59caa0ea5312fa1b79c56b5bc573d81c31ff0f06b16f8a899bc1f5922de818f5994125f5d5413012a60c6d40ca	La testa, quando è immersa, è rivolta verso il basso, inclinata leggermente verso avanti.	0	2			
0ac656a43105e06563658705636531f8d7203a2e22eaa17156a325801491622a8ecd1fc5b2e9ac3c068e452a28c94f837361bcb9411581f00e0302a5ea15999a	3122ea95a16f7e9a9415c30d2988a0cb8c029036443229b2a1665425d05d5a0dc804c18039eb99b0d5d01926486fbe0299e12459cd2d05e5beba0689b6cf043f	Far la visita delle sette chiese.	0	2	thirties	female	
0ac656a43105e06563658705636531f8d7203a2e22eaa17156a325801491622a8ecd1fc5b2e9ac3c068e452a28c94f837361bcb9411581f00e0302a5ea15999a	596f48718b72c284f43805645e8b8037645b00b7297d125ac382f3d2f6d11c718ced78a683ce6827f5b7c48c41a5b54236b345d3315a7ba493b4b1ad15ccf9a4	Queste vengono covate solo dalla femmina per 27-28 giorni, mentre il maschio rimane a guardia nelle vicinanze del nido.	0	2	thirties	female	
0ac656a43105e06563658705636531f8d7203a2e22eaa17156a325801491622a8ecd1fc5b2e9ac3c068e452a28c94f837361bcb9411581f00e0302a5ea15999a	a3c49e6395b60979a9f1bb3e68be3faaedb4bf614eaf2edf2037c0bc3dc2a54ab447d2b2ce2f4a46eca506d120d16d529df491456135f52755e61c015c416526	Potremmo dire: regole del buon senso!	1	2	thirties	female	
0ac656a43105e06563658705636531f8d7203a2e22eaa17156a325801491622a8ecd1fc5b2e9ac3c068e452a28c94f837361bcb9411581f00e0302a5ea15999a	a6f6ccf5aa9c7180339e6aba427e66de74320f8fbe012b7fe650e545ab49834152b96f7c92431f1cf4639c01a2bd61f119189c494ef4f1bf63e00da86ab5915d	Tecnica dei tuffi e delle partenze dei 4 stili canonici.	0	2	thirties	female	
0ac656a43105e06563658705636531f8d7203a2e22eaa17156a325801491622a8ecd1fc5b2e9ac3c068e452a28c94f837361bcb9411581f00e0302a5ea15999a	692d9c0c82d3e4292e781621ceafaa35ac09eeedc3195268f3865da44929ead182c2b218cebab08cc3c020a7dd49d62fe6455e554da4deb67927f8f2364cc2e4	De Vincenzi, senza esitare, mise le tre fotografie nel suo portafogli, e lasciò cadere la busta di pelle in fondo alla valigia.	1	2	thirties	female	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	6a142836ba2cb1183079cb38cfdb78d4226cc7fc446523c2411ef2d91aa976a2862096c6363d2ac04c636f759a3708817cabbe5edbd04a0de343a38283a27015	Siamo giunti ad Ancona in tempo per l’attività conclusiva della giornata del 19: La Cena al Buio.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	aefc0a97d0e0fd2262679eed6d331a33a3e65dceb15d7de4dbdb7b9389a1adda9840136f8ef41c72251b38bcee7b2cc1be0ce66e660bded44bcad34e9cddf3dc	Detiene il record mondiale nei 200m stile libero.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	d0bd5237d00a4f68debc46ba83793efbf9398294d14839a35f2274e206c80cde51e732053437ac39e12ee6627e3531adff41cf06d99ea5976edccc4b6b4ea7e8	Per tutti i diavoli e chi avrebbe montato la Vergine, fra otto giorni?	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	92bf491707792f6c0a1de90b0f3d4c200d2870c7baccf34ecf1d8f9f057402d2fa00702840c9470e9cdc826ba85186bc320501484a72153ff7b39b61c8107c5c	Girano la testa a 180°.	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	efafe08fd207456e31814df9c4816c716630ba0de39e178c67a35d806a3ff8fe8991f7e7c8881a410b66e746079c674667180fb463fd44fe723629a21a5bdb84	"Il petrolio assunse così grande importanza nell'economia mondiale tanto che le due crisi economiche del 73 e 79 furono dovute al prezzo del greggio che subiva oscillazioni."	0	2	twenties	male	
5795b8a3cfb4db3095158ee4fc333a2073d8ce2e0177e53ad8498f80912df647b159345e28a0286ce3c78c8ad9b96da2a3f092ed1251edc683c845201fd89526	fb3085a2a3a45576cc5b2a02485bc1a0e5ab197d485ee07bfb5dae8de39df328698cc43beab2ac3fdc8ac491710c8cef7eaf799b21710330127292608f1a4206	come se si stessa per afferrare qualcosa	1	2	twenties	male	
